resId,sampUnitIds,sampId,sampCountry,sampY,sampM,sampD,sampEventInfo,sampSize,sampSizeUnit,sampSizeUnit_desc,sampMatCode,sampMatText,analysisY,analysisM,analysisD,anPortSeq,labId,labAccred,labAccred_desc,paramCode,paramCode_desc,paramText,anMethRefId,anMethCode,anMethCode_desc,anMethText,resUnit,resUnit_desc,resLOD,resLOQ,resVal,resValRec,resValRecCorr,exprResType,exprResType_desc,resQualValue,resType,resType_desc,resValUncert,resValUncertSD
Pol323,sampHoldingId=Serra da Lousa$herdId=8,Po323,PT,2019,7,18,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Castanea,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,79.5,,,,.,POS,VAL,Numerical Value,,
Pol324,sampHoldingId=Serra da Lousa$herdId=8,Po324,PT,2019,7,18,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Rubus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,18.8,,,,.,POS,VAL,Numerical Value,,
Pol325,sampHoldingId=Serra da Lousa$herdId=8,Po325,PT,2019,8,6,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Castanea,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,5.8,,,,.,POS,VAL,Numerical Value,,
Pol326,sampHoldingId=Serra da Lousa$herdId=8,Po326,PT,2019,8,6,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Rubus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,91.8,,,,.,POS,VAL,Numerical Value,,
Pol327,sampHoldingId=Serra da Lousa$herdId=8,Po327,PT,2019,8,25,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Rubus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,65.7,,,,.,POS,VAL,Numerical Value,,
Pol328,sampHoldingId=Serra da Lousa$herdId=8,Po328,PT,2019,8,25,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Eucalyptus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,33.3,,,,.,POS,VAL,Numerical Value,,
Nos119a,sampHoldingId=Serra da Lousa$herdId=1,No119a,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.6,,,,.,,VAL,Numerical Value,,
Nos119b,sampHoldingId=Serra da Lousa$herdId=1,No119b,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos121b,sampHoldingId=Serra da Lousa$herdId=3,No121b,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos120a,sampHoldingId=Serra da Lousa$herdId=2,No120a,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.8,,,,.,,VAL,Numerical Value,,
Nos120b,sampHoldingId=Serra da Lousa$herdId=2,No120b,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos121a,sampHoldingId=Serra da Lousa$herdId=3,No121a,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.9,,,,.,,VAL,Numerical Value,,
Nos122a,sampHoldingId=Serra da Lousa$herdId=4,No122a,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.4,,,,.,,VAL,Numerical Value,,
Nos122b,sampHoldingId=Serra da Lousa$herdId=4,No122b,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos123a,sampHoldingId=Serra da Lousa$herdId=5,No123a,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.5,,,,.,,VAL,Numerical Value,,
Nos123b,sampHoldingId=Serra da Lousa$herdId=5,No123b,PT,2019,8,30,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Var138,sampHoldingId=Serra da Lousa$herdId=1,Va138,PT,2019,8,30,com=sampT 16:36,116,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,6.1,,,,.,POS,VAL,Numerical Value,,
Var139,sampHoldingId=Serra da Lousa$herdId=2,Va139,PT,2019,8,30,com=sampT 16:36,118,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,2.5,,,,.,POS,VAL,Numerical Value,,
Var140,sampHoldingId=Serra da Lousa$herdId=3,Va140,PT,2019,8,30,com=sampT 16:36,92,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,2.2,,,,.,POS,VAL,Numerical Value,,
Var141,sampHoldingId=Serra da Lousa$herdId=4,Va141,PT,2019,8,30,com=sampT 16:36,191,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1,,,,.,POS,VAL,Numerical Value,,
Var142,sampHoldingId=Serra da Lousa$herdId=5,Va142,PT,2019,8,30,com=sampT 16:36,168,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,4.2,,,,.,POS,VAL,Numerical Value,,
Vir706,sampHoldingId=Serra da Lousa$herdId=1,Vi706,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.8,,,,.,,VAL,Numerical Value,,
Vir707,sampHoldingId=Serra da Lousa$herdId=1,Vi707,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.2,,,,.,,VAL,Numerical Value,,
Vir708,sampHoldingId=Serra da Lousa$herdId=1,Vi708,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir709,sampHoldingId=Serra da Lousa$herdId=2,Vi709,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir710,sampHoldingId=Serra da Lousa$herdId=2,Vi710,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.2,,,,.,,VAL,Numerical Value,,
Vir711,sampHoldingId=Serra da Lousa$herdId=2,Vi711,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4.8,,,,.,,VAL,Numerical Value,,
Vir712,sampHoldingId=Serra da Lousa$herdId=2,Vi712,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir716,sampHoldingId=Serra da Lousa$herdId=3,Vi716,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.7,,,,.,,VAL,Numerical Value,,
Vir713,sampHoldingId=Serra da Lousa$herdId=1,Vi713,PT,2019,9,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.6,,,,.,,VAL,Numerical Value,,
Vir714,sampHoldingId=Serra da Lousa$herdId=3,Vi714,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.5,,,,.,,VAL,Numerical Value,,
Vir715,sampHoldingId=Serra da Lousa$herdId=3,Vi715,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.7,,,,.,,VAL,Numerical Value,,
Vir717,sampHoldingId=Serra da Lousa$herdId=3,Vi717,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir718,sampHoldingId=Serra da Lousa$herdId=4,Vi718,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir719,sampHoldingId=Serra da Lousa$herdId=4,Vi719,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.9,,,,.,,VAL,Numerical Value,,
Vir720,sampHoldingId=Serra da Lousa$herdId=4,Vi720,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3,,,,.,,VAL,Numerical Value,,
Vir721,sampHoldingId=Serra da Lousa$herdId=4,Vi721,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.6,,,,.,,VAL,Numerical Value,,
Vir722,sampHoldingId=Serra da Lousa$herdId=5,Vi722,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir723,sampHoldingId=Serra da Lousa$herdId=5,Vi723,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.4,,,,.,,VAL,Numerical Value,,
Vir724,sampHoldingId=Serra da Lousa$herdId=5,Vi724,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3,,,,.,,VAL,Numerical Value,,
Vir725,sampHoldingId=Serra da Lousa$herdId=5,Vi725,PT,2019,9,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Nos124a,sampHoldingId=Serra da Lousa$herdId=1,No124a,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,10,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6,,,,.,,VAL,Numerical Value,,
Nos124b,sampHoldingId=Serra da Lousa$herdId=1,No124b,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,10,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos125a,sampHoldingId=Serra da Lousa$herdId=2,No125a,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,13,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.1,,,,.,,VAL,Numerical Value,,
Nos125b,sampHoldingId=Serra da Lousa$herdId=2,No125b,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,13,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos126a,sampHoldingId=Serra da Lousa$herdId=3,No126a,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,13,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.7,,,,.,,VAL,Numerical Value,,
Nos126b,sampHoldingId=Serra da Lousa$herdId=3,No126b,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,13,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos128a,sampHoldingId=Serra da Lousa$herdId=4,No128a,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,13,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.6,,,,.,,VAL,Numerical Value,,
Var145,sampHoldingId=Serra da Lousa$herdId=3,Va145,PT,2019,11,12,com=sampT 16:36,178,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,0.6,,,,.,POS,VAL,Numerical Value,,
Nos128b,sampHoldingId=Serra da Lousa$herdId=4,No128b,PT,2019,11,12,com=sampT 11:23,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,13,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Var143,sampHoldingId=Serra da Lousa$herdId=1,Va143,PT,2019,11,12,com=sampT 16:36,196,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,3.1,,,,.,POS,VAL,Numerical Value,,
Var144,sampHoldingId=Serra da Lousa$herdId=2,Va144,PT,2019,11,12,com=sampT 16:36,171,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1.2,,,,.,POS,VAL,Numerical Value,,
Var146,sampHoldingId=Serra da Lousa$herdId=4,Va146,PT,2019,11,12,com=sampT 16:36,150,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,6,,,,.,POS,VAL,Numerical Value,,
Var147,sampHoldingId=Serra da Lousa$herdId=5,Va147,PT,2019,11,12,com=sampT 16:36,203,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1,,,,.,POS,VAL,Numerical Value,,
Vir726,sampHoldingId=Serra da Lousa$herdId=1,Vi726,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir727,sampHoldingId=Serra da Lousa$herdId=1,Vi727,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.9,,,,.,,VAL,Numerical Value,,
Vir728,sampHoldingId=Serra da Lousa$herdId=1,Vi728,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,8.8,,,,.,,VAL,Numerical Value,,
Vir729,sampHoldingId=Serra da Lousa$herdId=1,Vi729,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir730,sampHoldingId=Serra da Lousa$herdId=2,Vi730,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir731,sampHoldingId=Serra da Lousa$herdId=2,Vi731,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.9,,,,.,,VAL,Numerical Value,,
Vir732,sampHoldingId=Serra da Lousa$herdId=2,Vi732,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.1,,,,.,,VAL,Numerical Value,,
Vir733,sampHoldingId=Serra da Lousa$herdId=2,Vi733,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir734,sampHoldingId=Serra da Lousa$herdId=3,Vi734,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir735,sampHoldingId=Serra da Lousa$herdId=3,Vi735,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.5,,,,.,,VAL,Numerical Value,,
Vir736,sampHoldingId=Serra da Lousa$herdId=3,Vi736,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,7,,,,.,,VAL,Numerical Value,,
Vir737,sampHoldingId=Serra da Lousa$herdId=3,Vi737,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,0,,,,.,,VAL,Numerical Value,,
Vir738,sampHoldingId=Serra da Lousa$herdId=4,Vi738,PT,2019,11,12,com=sampT 14:16,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,12,16,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.3,,,,.,,VAL,Numerical Value,,
