eventId,beeKeeperID,siteNo,hiveNo,eventY,eventM,eventD,eventType,inoutType,inoutQuantity,inoutUnit,inoutUnit_desc,clinicalSigns,eventDescription
CM771,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1380,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,9,3,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM377,89D81AA2C010D67185C9217788CBCCF6,5,7,2019,3,14,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1403,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM867,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1407,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,9,3,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM942,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,7,17,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,apifonda
CM1429,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,9,4,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1165,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1563,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM642,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,4,14,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1566,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,9,4,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1197,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1606,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,9,4,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM983,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,8,7,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,apifonda
CM1633,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1261,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1673,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM379,89D81AA2C010D67185C9217788CBCCF6,5,9,2019,3,14,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1697,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1307,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1704,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,27,INPUT,Sucrose,5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM132,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,8,30,INPUT,Sucrose,6.7,G167A,Kilogram,No clinical signs,ApiInvert
CM1707,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,27,INPUT,Sucrose,5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1351,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1712,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,8,27,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1020,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,7,10,OUTPUT,Honey,38,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM553,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,5,15,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames added
CM1376,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1326,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,6,3,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames added
CM973,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,11,2020,8,17,INPUT,Sucrose,8,G167A,Kilogram,No clinical signs,ApiInvert
CM1683,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,4,24,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames added
CM1404,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM370,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,4,25,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM381,89D81AA2C010D67185C9217788CBCCF6,6,1,2019,3,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM683,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,4,25,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM1428,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM725,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,4,25,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM975,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2020,8,17,INPUT,Sucrose,6.7,G167A,Kilogram,No clinical signs,ApiInvert
CM741,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,6,4,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM1564,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM828,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,6,18,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM1105,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,5,22,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1037,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,4,28,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM1674,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1365,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,6,4,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + 10 frames
CM980,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2020,8,7,INPUT,Sucrose,7.4,G167A,Kilogram,No clinical signs,ApiInvert
CM1415,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,6,2,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 1-10
CM1703,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1579,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,5,13,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,"""super added + frames no. 1-10	"""
CM383,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,3,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM805,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,4,24,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 11-20
CM1708,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM803,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,5,29,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 21-30
CM986,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,11,2020,8,7,INPUT,Sucrose,6.6,G167A,Kilogram,No clinical signs,ApiInvert
CM873,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,5,29,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 21-30
CM1711,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1188,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,7,28,OTHER,,,,.,No clinical signs,384 dead bees in front of hive
CM1033,89D81AA2C010D67185C9217788CBCCF6,6,15,2020,7,10,OUTPUT,Honey,34.9,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1175,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,6,3,OTHER,,,,.,No clinical signs,386 dead bees in front of hive
CM829,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,6,18,INPUT,Foundation comb,0.46,G167A,Kilogram,No clinical signs,two foundationscombs added
CM705,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,5,15,OTHER,,,,.,No clinical signs,39 dead bees in front of hive
CM994,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,11,2020,9,1,INPUT,Sucrose,8.3,G167A,Kilogram,No clinical signs,ApiInvert
CM309,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,9,4,OTHER,,,,.,No clinical signs,395 dead bees in front of hive
CM672,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,7,30,OTHER,,,,.,No clinical signs,104 dead bees in front of hive
CM693,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,7,30,OTHER,,,,.,No clinical signs,397 dead bees in front of hive
CM385,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,3,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1230,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,6,3,OTHER,,,,.,No clinical signs,403 dead bees in front of hive
CM836,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,5,29,OTHER,,,,.,No clinical signs,110 gram burr or brace removed
CM697,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,9,6,OTHER,,,,.,No clinical signs,423 dead bees in front of hive
CM996,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2020,9,1,INPUT,Sucrose,11.3,G167A,Kilogram,No clinical signs,ApiInvert
CM1580,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,6,2,OTHER,,,,.,No clinical signs,430 dead bees in front of hive
CM1169,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,4,28,OTHER,,,,.,No clinical signs,111 dead bees in front of hive
CM1422,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,7,8,OTHER,,,,.,No clinical signs,441 dead bees in front of hive
CM1063,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,4,26,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1277,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,5,14,OTHER,,,,.,No clinical signs,454 dead bees in front of hive
CM308,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,8,16,OTHER,,,,.,No clinical signs,1156 dead bees in front of hive
CM1460,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,8,OTHER,,,,.,No clinical signs,472 dead bees in front of hive
CM938,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,7,9,INPUT,Queen excluder,0.5,G167A,Kilogram,No clinical signs,Bee emptier added
CM1666,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,7,27,OTHER,,,,.,No clinical signs,479 dead bees in front of hive
CM586,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,5,14,OTHER,,,,.,No clinical signs,120 gram burr or brace comb removed
CM782,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,6,18,OTHER,,,,.,No clinical signs,488 dead bees in front of hive
CM387,89D81AA2C010D67185C9217788CBCCF6,6,7,2019,4,13,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM455,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,7,29,OTHER,,,,.,No clinical signs,503 dead bees in front of hive
CM563,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,5,29,OTHER,,,,.,No clinical signs,124 dead bees in front of hive
CM1149,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,9,3,OTHER,,,,.,No clinical signs,527 dead bees in front of hive
CM1797,89D81AA2C010D67185C9217788CBCCF6,6,11,2021,2,13,CLINICAL SIGNS,,,,.,Dead colony,Colony temperature became unstable at 05 of February
CM701,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,4,25,OTHER,,,,.,No clinical signs,54 dead bees in front of hive
CM1620,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,7,8,OTHER,,,,.,No clinical signs,126 dead bees in front of hive
CM1587,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,7,8,OTHER,,,,.,No clinical signs,551 dead bees in front of hive
CM1487,89D81AA2C010D67185C9217788CBCCF6,6,17,2020,7,10,OUTPUT,Honey,26.8,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM311,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,5,29,OTHER,,,,.,No clinical signs,560 dead bees in front of hive
CM781,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,5,29,OTHER,,,,.,No clinical signs,127 dead bees in front of hive
CM1636,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,31,OTHER,,,,.,No clinical signs,565 dead bees in front of hive
CM875,89D81AA2C010D67185C9217788CBCCF6,6,4,2020,2,3,CLINICAL SIGNS,,,,.,Dead colony,Colony with only one frame with bees. To weak to survive.
CM1418,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,6,19,OTHER,,,,.,No clinical signs,604 dead bees in front of hive
CM790,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,4,24,OTHER,,,,.,No clinical signs,139 dead bees in front of hive
CM1644,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,4,22,OTHER,,,,.,No clinical signs,61 dead bees in front of hive
CM389,89D81AA2C010D67185C9217788CBCCF6,6,9,2019,4,13,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM794,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,7,8,OTHER,,,,.,No clinical signs,625 dead bees in front of hive
CM1623,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,7,27,OTHER,,,,.,No clinical signs,147 dead bees in front of hive
CM1049,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,22,OTHER,,,,.,No clinical signs,633 dead bees in front of hive
CM541,89D81AA2C010D67185C9217788CBCCF6,5,6,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,Dead colony - Cold (they had sugar paste on top)
CM1347,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,8,17,OTHER,,,,.,No clinical signs,649 dead bees in front of hive
CM1656,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,18,OTHER,,,,.,No clinical signs,1522 dead bees in front of hive
CM1285,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,22,OTHER,,,,.,No clinical signs,663 dead bees in front of hive
CM1107,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,5,22,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM716,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,7,30,OTHER,,,,.,No clinical signs,67 dead bees in front of hive
CM1041,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,4,28,OTHER,,,,.,No clinical signs,157 bees dead outside hive
CM1299,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,17,OTHER,,,,.,No clinical signs,672 dead bees in front of hive
CM1538,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,10,21,CLINICAL SIGNS,,,,.,Dead colony,Didn't manage to replace the queen
CM1582,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,6,18,OTHER,,,,.,No clinical signs,691 dead bees in front of hive
CM669,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,7,10,OTHER,,,,.,No clinical signs,159 dead bees in front of hive
CM1268,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,9,3,OTHER,,,,.,No clinical signs,712 dead bees in front of hive
CM399,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM451,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,6,19,OTHER,,,,.,No clinical signs,746 dead bees in front of hive
CM459,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,7,9,OTHER,,,,.,No clinical signs,165 dead bees in front of hive
CM735,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,8,19,OTHER,,,,.,No clinical signs,818 dead bees in front of hive
CM542,89D81AA2C010D67185C9217788CBCCF6,6,1,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,
CM1610,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,4,24,OTHER,,,,.,No clinical signs,89 dead bees in front of hive
CM458,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,5,29,OTHER,,,,.,No clinical signs,171 dead bees in front of hive
CM1355,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,9,3,OTHER,,,,.,No clinical signs,946 dead bees in front of hive
CM1489,89D81AA2C010D67185C9217788CBCCF6,6,19,2020,7,10,OUTPUT,Honey,51.7,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1615,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,5,13,OTHER,,,,.,No clinical signs,98 dead bees in front of hive
CM1225,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,4,28,OTHER,,,,.,No clinical signs,176 dead bees in front of hive
CM840,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,6,19,OTHER,,,,.,No clinical signs,a bit of burr or brace removed
CM544,89D81AA2C010D67185C9217788CBCCF6,6,5,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,
CM1324,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,5,15,OTHER,,,,.,No clinical signs,burr comb removed
CM1578,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,5,13,OTHER,,,,.,No clinical signs,186 dead bees in front of hive
CM660,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,7,30,OTHER,,,,.,No clinical signs,dead drones above queenexcluder
CM401,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM320,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2019,5,1,OTHER,,,,.,No clinical signs,"""extra hive from Flakkebjerg	"""
CM1212,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,5,14,OTHER,,,,.,No clinical signs,191 dead bees in front of hive
CM1595,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,10,OTHER,,,,.,No clinical signs,Flight board gap decreased by half - to make it easier for the bees to defend the hive
CM546,89D81AA2C010D67185C9217788CBCCF6,6,8,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,
CM1693,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,8,10,OTHER,,,,.,No clinical signs,Flight board gap decreased by half - to make it easier for the bees to defend the hive
CM797,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,4,24,OTHER,,,,.,No clinical signs,202 dead bees in front of hive
CM1315,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,6,OTHER,,,,.,No clinical signs,"""hit by a fallen tree	"""
CM644,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,4,14,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1669,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,10,OTHER,,,,.,No clinical signs,Honey and pollen resources are fine.
CM1627,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,13,OTHER,,,,.,No clinical signs,209 dead bees in front of hive
CM1221,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,7,9,OTHER,,,,.,No clinical signs,many bees outside and really many inside hive dead.
CM876,89D81AA2C010D67185C9217788CBCCF6,6,3,2020,3,17,CLINICAL SIGNS,,,,.,Dead colony,
CM1720,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,4,7,OTHER,,,,.,No clinical signs,moved from winter location in Hinnerup to Foulum
CM1243,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,9,OTHER,,,,.,No clinical signs,221 dead bees in front of hive
CM1722,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,4,7,OTHER,,,,.,No clinical signs,moved from winter location in Hinnerup to Foulum
CM403,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1316,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,9,23,OTHER,,,,.,No clinical signs,"""new queen added	"""
CM1144,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,7,28,OTHER,,,,.,No clinical signs,232 dead bees in front of hive
CM1640,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,9,23,OTHER,,,,.,No clinical signs,"""new queen added	"""
CM1470,89D81AA2C010D67185C9217788CBCCF6,6,19,2020,10,29,CLINICAL SIGNS,,,,.,Dead colony,
CM1701,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,9,23,OTHER,,,,.,No clinical signs,"""new queen added	"""
CM1616,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,6,18,OTHER,,,,.,No clinical signs,238 dead bees in front of hive
CM1266,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,27,OTHER,,,,.,No clinical signs,new queen is accepted and is laying eggs.
CM1485,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,7,10,OUTPUT,Honey,47.3,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection (except frames 22 and 23)
CM1273,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,9,23,OTHER,,,,.,No clinical signs,"""new quen added	"""
CM1139,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,7,9,OTHER,,,,.,No clinical signs,246 dead bees in front of hive
CM1412,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,9,23,OTHER,,,,.,No clinical signs,"""new quen added	"""
CM475,89D81AA2C010D67185C9217788CBCCF6,6,6,2019,10,10,CLINICAL SIGNS,,,,.,Dead colony,
CM1461,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,8,OTHER,,,,.,No clinical signs,"""not marked queen found and marked with green	"""
CM1652,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,2,OTHER,,,,.,No clinical signs,252 dead bees in front of hive
CM1264,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,31,OTHER,,,,.,No clinical signs,queen cell not hatched.
CM405,89D81AA2C010D67185C9217788CBCCF6,5,7,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1690,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,7,8,OTHER,,,,.,No clinical signs,queen marked - must have hatched a new
CM1447,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,4,24,OTHER,,,,.,No clinical signs,26 dead bees in front of hive
CM1210,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,4,28,OTHER,,,,.,No clinical signs,small family - queen not seen
CM1021,89D81AA2C010D67185C9217788CBCCF6,6,12,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1337,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,7,9,OTHER,,,,.,No clinical signs,"""super three with frames no. 1-6 + 8"
CM1226,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,5,14,OTHER,,,,.,No clinical signs,263 dead bees in front of hive
CM1594,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,10,OTHER,,,,.,No clinical signs,"""suspects robery	"""
CM1111,89D81AA2C010D67185C9217788CBCCF6,5,11,2020,4,11,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1313,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,9,3,OTHER,,,,.,No clinical signs,two closed queen cells
CM678,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,4,25,OTHER,,,,.,No clinical signs,28 dead bees in front of hive
CM810,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,8,16,OTHER,,,,.,No clinical signs,varroa observed on a few bees
CM1061,89D81AA2C010D67185C9217788CBCCF6,6,11,2020,3,17,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM286,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,5,29,OTHER,,,,.,No clinical signs,"""very small family	"""
CM1253,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,17,OTHER,,,,.,No clinical signs,284 dead bees in front of hive
CM801,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,9,18,OUTPUT,Foundation comb,0.69,G167A,Kilogram,No clinical signs,3 frames removed no. 24-26
CM407,89D81AA2C010D67185C9217788CBCCF6,5,9,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1140,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,22,OUTPUT,Honey,15.54,G167A,Kilogram,No clinical signs,"""6 frames honey frames removed	"""
CM1451,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,6,2,OTHER,,,,.,No clinical signs,290 dead bees in front of hive
CM1038,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,4,28,OUTPUT,Foundation comb,0.017,G167A,Kilogram,No clinical signs,burr comb removed
CM1484,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1050,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,3,OUTPUT,Foundation comb,0.06,G167A,Kilogram,No clinical signs,burr comb removed
CM659,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,7,30,OTHER,,,,.,No clinical signs,291 dead bees in front of hive
CM1138,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,7,9,OUTPUT,Foundation comb,0.55,G167A,Kilogram,No clinical signs,burr comb removed
CM318,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,3,9,OUTPUT,No input-output,42,G133A,Piece,No clinical signs,Dead bees in the tray
